4096,    0.222298
8192,    0.379176
12288,    0.539251
16384,    0.389301
20480,    0.639775
24576,    0.925780
28672,    1.259774
32768,    1.684099
36864,    1.907145
40960,    2.596027
45056,    2.966410
49152,    3.417525
53248,    3.902072
57344,    4.606989
61440,    5.410327
