4096,    2.133483
8192,    5.946719
12288,    13.064049
16384,    23.386080
20480,    34.532240
24576,    29.828705
28672,    32.540977
32768,    43.777067
36864,    53.209143
40960,    73.404293
45056,    73.531707
49152,    88.050956
53248,    106.504473
57344,    123.394833
61440,    151.581833
